"link-dtw-prod href","img-dtw-prod src","card-dtw-subtitulo","card-dtw-preco-dolar","card-dtw-codigo-lista","card-dtw-preco-real","card-dtw-preco-guarani"
"https://www.visaovip.com/produto/notebook/notebook-gamer-lenovo-legion-5-16iax10-intel-core-ultra-9-275hx-pantalla-wqxga-16-0-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5060-8gb-storm-gris-83nx0000us-ingles/53955","https://www.visaovip.com/imagem/notebook/notebook-gamer-lenovo-legion-5-16iax10-intel-core-ultra-9-275hx-pantalla-wqxga-16-0-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5060-8gb-storm-gris-83nx0000us-ingles/1/53955?pfdrid_c=true","Notebook Gamer Lenovo Legion 5 16IAX10 Intel Core Ultra 9 275HX Pantalla WQXGA 16.0"" / 32GB de RAM / 1TB SSD / Win11Home / GeForce RTX5060 8GB - Storm Gris (83NX0000US) (Inglés)","U$ 1.565,00","Cód.: 53955","R$ 8.748,35","G$ 11.424.500"
"https://www.visaovip.com/produto/notebook/notebook-gamer-msi-thin-a15-b7ve-466us-amd-ryzen-5-7535hs-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-geforce-rtx4050-6gb-cosmos-gris-ingles/53953","https://www.visaovip.com/imagem/notebook/notebook-gamer-msi-thin-a15-b7ve-466us-amd-ryzen-5-7535hs-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-geforce-rtx4050-6gb-cosmos-gris-ingles/1/53953?pfdrid_c=true","Notebook Gamer MSI Thin A15 B7VE-466US AMD Ryzen 5 7535HS Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD / Win11Home / GeForce RTX4050 6GB - Cosmos Gris (Inglés)","U$ 669,00","Cód.: 53953","R$ 3.739,71","G$ 4.883.700"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-15-x1502va-nj1003w-intel-core-i5-13620h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-quiet-azul-ingles/53951","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-15-x1502va-nj1003w-intel-core-i5-13620h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-quiet-azul-ingles/1/53951?pfdrid_c=true","Notebook ASUS Vivobook 15 X1502VA-NJ1003W Intel Core i5 13620H Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home - Quiet Azul (Inglés)","U$ 639,00","Cód.: 53951","R$ 3.572,01","G$ 4.664.700"
"https://www.visaovip.com/produto/notebook/notebook-hp-omnibook-5-flip-14-fp0023dx-intel-core-7-150u-pantalla-touch-2k-14-0-16gb-de-ram-512gb-ssd-win11home-plata-ingles/53879","https://www.visaovip.com/imagem/notebook/notebook-hp-omnibook-5-flip-14-fp0023dx-intel-core-7-150u-pantalla-touch-2k-14-0-16gb-de-ram-512gb-ssd-win11home-plata-ingles/1/53879?pfdrid_c=true","Notebook HP Omnibook 5 Flip 14-FP0023DX Intel Core 7 150U Pantalla Touch 2K 14.0"" / 16GB de RAM / 512GB SSD / Win11Home - Plata (Inglés)","U$ 639,00","Cód.: 53879","R$ 3.572,01","G$ 4.664.700"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-go-15-e1504ga-ws35-intel-core-i3-n350-pantalla-full-hd-15-6-8gb-de-ram-256gb-ssd-win11home-plata-ingles/53826","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-go-15-e1504ga-ws35-intel-core-i3-n350-pantalla-full-hd-15-6-8gb-de-ram-256gb-ssd-win11home-plata-ingles/1/53826?pfdrid_c=true","Notebook ASUS Vivobook Go 15 E1504GA-WS35 Intel Core i3 N350 Pantalla Full HD 15.6"" / 8GB de RAM / 256GB SSD / Win11Home - Plata (Inglés)","U$ 310,00","Cód.: 53826","R$ 1.732,90","G$ 2.263.000"
"https://www.visaovip.com/produto/notebook/notebook-gamer-asus-tuf-a15-fa506nfr-hn105w-amd-ryzen-7-7435hs-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-geforce-rtx2050-4gb-graphite-negro-ingles/53739","https://www.visaovip.com/imagem/notebook/notebook-gamer-asus-tuf-a15-fa506nfr-hn105w-amd-ryzen-7-7435hs-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-geforce-rtx2050-4gb-graphite-negro-ingles/1/53739?pfdrid_c=true","Notebook Gamer ASUS TUF A15 FA506NFR-HN105W AMD Ryzen 7 7435HS Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD / Win11Home / GeForce RTX2050 4GB - Graphite Negro (Inglés)","U$ 719,00","Cód.: 53739","R$ 4.019,21","G$ 5.248.700"
"https://www.visaovip.com/produto/notebook/notebook-gamer-asus-tuf-a15-fa506ncr-hn108w-amd-ryzen-7-7435hs-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-geforce-rtx3050-4gb-graphite-negro-ingles/53737","https://www.visaovip.com/imagem/notebook/notebook-gamer-asus-tuf-a15-fa506ncr-hn108w-amd-ryzen-7-7435hs-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-geforce-rtx3050-4gb-graphite-negro-ingles/1/53737?pfdrid_c=true","Notebook Gamer ASUS TUF A15 FA506NCR-HN108W AMD Ryzen 7 7435HS Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD / Win11Home / GeForce RTX3050 4GB - Graphite Negro (Inglés)","U$ 735,00","Cód.: 53737","R$ 4.108,65","G$ 5.365.500"
"https://www.visaovip.com/produto/notebook/notebook-gamer-asus-tuf-f16-fx607vj-rl805w-intel-core-5-210h-pantalla-wuxga-16-0-8gb-de-ram-512gb-ssd-win11home-geforce-rtx3050-6gb-mecha-gris-ingles/53736","https://www.visaovip.com/imagem/notebook/notebook-gamer-asus-tuf-f16-fx607vj-rl805w-intel-core-5-210h-pantalla-wuxga-16-0-8gb-de-ram-512gb-ssd-win11home-geforce-rtx3050-6gb-mecha-gris-ingles/1/53736?pfdrid_c=true","Notebook Gamer ASUS TUF F16 FX607VJ-RL805W Intel Core 5 210H Pantalla WUXGA 16.0"" / 8GB de RAM / 512GB SSD / Win11Home / GeForce RTX3050 6GB - Mecha Gris (Inglés)","U$ 669,00","Cód.: 53736","R$ 3.739,71","G$ 4.883.700"
"https://www.visaovip.com/produto/notebook/notebook-gamer-acer-predator-helios-neo-16s-ai-phn16s-71-98rf-intel-core-ultra-9-275hx-pantalla-oled-16-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5070ti-12gb-obsidian-negro-ingles/53734","https://www.visaovip.com/imagem/notebook/notebook-gamer-acer-predator-helios-neo-16s-ai-phn16s-71-98rf-intel-core-ultra-9-275hx-pantalla-oled-16-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5070ti-12gb-obsidian-negro-ingles/1/53734?pfdrid_c=true","Notebook Gamer Acer Predator Helios Neo 16S AI PHN16S-71-98RF Intel Core Ultra 9 275HX Pantalla OLED 16"" / 32GB de RAM / 1TB SSD / Win11Home / GeForce RTX5070TI 12GB - Obsidian Negro (Inglés)","U$ 2.018,00","Cód.: 53734","R$ 11.280,62","G$ 14.731.400"
"https://www.visaovip.com/produto/notebook/notebook-gamer-lenovo-legion-5-15ahp10-amd-ryzen-7-260-pantalla-wqxga-15-1-16gb-de-ram-512gb-ssd-win11home-geforce-rtx5060-8gb-eclipse-negro-83m00001us-ingles/53733","https://www.visaovip.com/imagem/notebook/notebook-gamer-lenovo-legion-5-15ahp10-amd-ryzen-7-260-pantalla-wqxga-15-1-16gb-de-ram-512gb-ssd-win11home-geforce-rtx5060-8gb-eclipse-negro-83m00001us-ingles/1/53733?pfdrid_c=true","Notebook Gamer Lenovo Legion 5 15AHP10 AMD Ryzen 7 260 Pantalla WQXGA 15.1"" / 16GB de RAM / 512GB SSD / Win11Home / GeForce RTX5060 8GB - Eclipse Negro (83M00001US) (Inglés)","","Cód.: 53733","R$ 7.317,31","G$ 9.555.700"
"https://www.visaovip.com/produto/notebook/notebook-dell-inspiron-15-3000-3530-intel-core-i3-1305u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-carbon-negro-ingles/53626","https://www.visaovip.com/imagem/notebook/notebook-dell-inspiron-15-3000-3530-intel-core-i3-1305u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-carbon-negro-ingles/1/53626?pfdrid_c=true","Notebook Dell Inspiron 15 3000-3530 Intel Core i3 1305U Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD - Carbon Negro (Inglés)","U$ 349,00","Cód.: 53626","R$ 1.950,91","G$ 2.547.700"
"https://www.visaovip.com/produto/notebook/notebook-dell-15-dc15255-amd-ryzen-5-7530u-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-carbon-preto-ingles/53591","https://www.visaovip.com/imagem/notebook/notebook-dell-15-dc15255-amd-ryzen-5-7530u-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-carbon-preto-ingles/1/53591?pfdrid_c=true","Notebook Dell 15 DC15255 AMD Ryzen 5 7530U Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home - Carbon Preto (Inglés)","U$ 460,00","Cód.: 53591","R$ 2.571,40","G$ 3.358.000"
"https://www.visaovip.com/produto/notebook/notebook-gamer-lenovo-loq-15arp9-amd-ryzen-5-7235hs-pantalla-full-hd-15-6-12gb-de-ram-512gb-ssd-geforce-rtx4050-6gb-luna-gris-83jc00gkus-ingles/53585","https://www.visaovip.com/imagem/notebook/notebook-gamer-lenovo-loq-15arp9-amd-ryzen-5-7235hs-pantalla-full-hd-15-6-12gb-de-ram-512gb-ssd-geforce-rtx4050-6gb-luna-gris-83jc00gkus-ingles/1/53585?pfdrid_c=true","Notebook Gamer Lenovo LOQ 15ARP9 AMD Ryzen 5 7235HS Pantalla Full HD 15.6"" / 12GB de RAM / 512GB SSD / GeForce RTX4050 6GB - Luna Gris (83JC00GKUS) (Inglés)","U$ 685,00","Cód.: 53585","R$ 3.829,15","G$ 5.000.500"
"https://www.visaovip.com/produto/notebook/notebook-dell-15-dc15255-amd-ryzen-7-7730u-pantalla-full-hd-15-6-16gb-de-ram-1tb-ssd-win11home-negro-ingles/53563","https://www.visaovip.com/imagem/notebook/notebook-dell-15-dc15255-amd-ryzen-7-7730u-pantalla-full-hd-15-6-16gb-de-ram-1tb-ssd-win11home-negro-ingles/1/53563?pfdrid_c=true","Notebook Dell 15 DC15255 AMD Ryzen 7 7730U Pantalla Full HD 15.6"" / 16GB de RAM / 1TB SSD / Win11Home - Negro (Inglés)","U$ 510,00","Cód.: 53563","R$ 2.850,90","G$ 3.723.000"
"https://www.visaovip.com/produto/notebook/notebook-gamer-omen-max-16-ah0033dx-intel-core-ultra-9-275hx-pantalla-wqxga-16-0-32gb-de-ram-1tb-ssd-win11-geforce-rtx5080-16gb-negro-ingles/53560","https://www.visaovip.com/imagem/notebook/notebook-gamer-omen-max-16-ah0033dx-intel-core-ultra-9-275hx-pantalla-wqxga-16-0-32gb-de-ram-1tb-ssd-win11-geforce-rtx5080-16gb-negro-ingles/1/53560?pfdrid_c=true","Notebook Gamer OMEN Max 16-AH0033DX Intel Core Ultra 9 275HX Pantalla WQXGA 16.0"" / 32GB de RAM / 1TB SSD / Win11 / GeForce RTX5080 16GB - Negro (Inglés)","U$ 2.929,00","Cód.: 53560","R$ 16.373,11","G$ 21.381.700"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-16-f1605va-ws74-intel-core-i7-1355u-pantalla-wuxga-16-0-16gb-de-ram-512gb-ssd-win11home-indie-negro-ingles/53558","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-16-f1605va-ws74-intel-core-i7-1355u-pantalla-wuxga-16-0-16gb-de-ram-512gb-ssd-win11home-indie-negro-ingles/1/53558?pfdrid_c=true","Notebook ASUS Vivobook 16 F1605VA-WS74 Intel Core i7 1355U Pantalla WUXGA 16.0"" / 16GB de RAM / 512GB SSD / Win11Home - Indie Negro (Inglés)","U$ 602,00","Cód.: 53558","R$ 3.365,18","G$ 4.394.600"
"https://www.visaovip.com/produto/notebook/notebook-acer-aspire-go-15-ag15-32p-39r2-intel-core-3-n355-pantalla-full-hd-15-6-8gb-de-ram-128gb-ufs-win11home-pure-plata-ingles/53526","https://www.visaovip.com/imagem/notebook/notebook-acer-aspire-go-15-ag15-32p-39r2-intel-core-3-n355-pantalla-full-hd-15-6-8gb-de-ram-128gb-ufs-win11home-pure-plata-ingles/1/53526?pfdrid_c=true","Notebook Acer Aspire Go 15 AG15-32P-39R2 Intel Core 3 N355 Pantalla Full HD 15.6"" / 8GB de RAM / 128GB UFS / Win11Home - Pure Plata (Inglés)","U$ 276,00","Cód.: 53526","R$ 1.542,84","G$ 2.014.800"
"https://www.visaovip.com/produto/notebook/notebook-gamer-msi-vector-16-hx-ai-a2xwhg-061us-intel-core-ultra-7-255hx-pantalla-qhd--16-16gb-de-ram-512gb-ssd-geforce-rtx5070ti-12gb-cosmos-gris-ingles/53516","https://www.visaovip.com/imagem/notebook/notebook-gamer-msi-vector-16-hx-ai-a2xwhg-061us-intel-core-ultra-7-255hx-pantalla-qhd--16-16gb-de-ram-512gb-ssd-geforce-rtx5070ti-12gb-cosmos-gris-ingles/1/53516?pfdrid_c=true","Notebook Gamer MSI Vector 16 HX AI A2XWHG-061US Intel Core Ultra 7 255HX Pantalla QHD+ 16"" / 16GB de RAM / 512GB SSD / GeForce RTX5070TI 12GB - Cosmos Gris (Inglés)","U$ 2.089,00","Cód.: 53516","R$ 11.677,51","G$ 15.249.700"
"https://www.visaovip.com/produto/notebook/notebook-hp-255-g10-amd-ryzen-5-7520u-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-freedos-gris-plata-ingles/53507","https://www.visaovip.com/imagem/notebook/notebook-hp-255-g10-amd-ryzen-5-7520u-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-freedos-gris-plata-ingles/1/53507?pfdrid_c=true","Notebook HP 255 G10 AMD Ryzen 5 7520U Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD / FreeDOS - Gris / Plata (Inglés)","U$ 390,00","Cód.: 53507","R$ 2.180,10","G$ 2.847.000"
"https://www.visaovip.com/produto/notebook/notebook-hp-15-fd0130wm-intel-core-i3-n305-pantalla-touch-full-hd-15-6-8gb-de-ram-256gb-ssd-win11home-azul-plata-ingles/53501","https://www.visaovip.com/imagem/notebook/notebook-hp-15-fd0130wm-intel-core-i3-n305-pantalla-touch-full-hd-15-6-8gb-de-ram-256gb-ssd-win11home-azul-plata-ingles/1/53501?pfdrid_c=true","Notebook HP 15-FD0130WM Intel Core i3 N305 Pantalla Touch Full HD 15.6"" / 8GB de RAM / 256GB SSD / Win11Home - Azul / Plata (Inglés)","U$ 319,00","Cód.: 53501","R$ 1.783,21","G$ 2.328.700"
"https://www.visaovip.com/produto/notebook/notebook-gamer-asus-tuf-a16-fa608um-ns73-amd-ryzen-7-260-pantalla-wuxga-16-0-16gb-de-ram-512gb-ssd-win11home-geforce-rtx-5060-8gb-jaeger-gris-ingles/53439","https://www.visaovip.com/imagem/notebook/notebook-gamer-asus-tuf-a16-fa608um-ns73-amd-ryzen-7-260-pantalla-wuxga-16-0-16gb-de-ram-512gb-ssd-win11home-geforce-rtx-5060-8gb-jaeger-gris-ingles/1/53439?pfdrid_c=true","Notebook Gamer ASUS TUF A16 FA608UM-NS73 AMD Ryzen 7 260 Pantalla WUXGA 16.0"" / 16GB de RAM / 512GB SSD / Win11Home / GeForce RTX 5060 8GB - Jaeger Gris (Inglés)","U$ 1.435,00","Cód.: 53439","R$ 8.021,65","G$ 10.475.500"
"https://www.visaovip.com/produto/notebook/notebook-gamer-asus-tuf-a16-fa608up-a16-r95070-amd-ryzen-9-270-pantalla-wuxga-16-0-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5070-8gb-jaeger-gray-ingles/53409","https://www.visaovip.com/imagem/notebook/notebook-gamer-asus-tuf-a16-fa608up-a16-r95070-amd-ryzen-9-270-pantalla-wuxga-16-0-32gb-de-ram-1tb-ssd-win11home-geforce-rtx5070-8gb-jaeger-gray-ingles/1/53409?pfdrid_c=true","Notebook Gamer ASUS TUF A16 FA608UP-A16.R95070 AMD Ryzen 9 270 Pantalla WUXGA 16.0"" / 32GB de RAM / 1TB SSD / Win11Home / GeForce RTX5070 8GB - Jaeger Gray (Inglés)","U$ 1.675,00","Cód.: 53409","R$ 9.363,25","G$ 12.227.500"
"https://www.visaovip.com/produto/notebook/notebook-hp-omnibook-x-flip-16-be0003dx-amd-ryzen-5-220-pantalla-touch-2k-16-0-8gb-de-ram-512gb-ssd-win11home-gris-ingles/53407","https://www.visaovip.com/imagem/notebook/notebook-hp-omnibook-x-flip-16-be0003dx-amd-ryzen-5-220-pantalla-touch-2k-16-0-8gb-de-ram-512gb-ssd-win11home-gris-ingles/1/53407?pfdrid_c=true","Notebook HP Omnibook X Flip 16-BE0003DX AMD Ryzen 5 220 Pantalla Touch 2K 16.0"" / 8GB de RAM / 512GB SSD / Win11Home - Gris (Inglés)","U$ 469,00","Cód.: 53407","R$ 2.621,71","G$ 3.423.700"
"https://www.visaovip.com/produto/notebook/notebook-acer-aspire-3-a325-42-amd-ryzen-7-7730u-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11-plata-ingles/53398","https://www.visaovip.com/imagem/notebook/notebook-acer-aspire-3-a325-42-amd-ryzen-7-7730u-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11-plata-ingles/1/53398?pfdrid_c=true","Notebook Acer Aspire 3 A325-42 AMD Ryzen 7 7730U Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD / Win11 - Plata (Inglés)","U$ 467,00","Cód.: 53398","R$ 2.610,53","G$ 3.409.100"
"https://www.visaovip.com/produto/notebook/notebook-gamer-asus-tuf-f16-fx608jmr-f16-i75060-intel-core-i7-14650hx-pantalla-wuxga-16-0-32gb-de-ram-1tb-ssd-geforce-rtx5060-8gb-jaeger-gris-ingles/53284","https://www.visaovip.com/imagem/notebook/notebook-gamer-asus-tuf-f16-fx608jmr-f16-i75060-intel-core-i7-14650hx-pantalla-wuxga-16-0-32gb-de-ram-1tb-ssd-geforce-rtx5060-8gb-jaeger-gris-ingles/1/53284?pfdrid_c=true","Notebook Gamer ASUS TUF F16 FX608JMR-F16.I75060 Intel Core i7 14650HX Pantalla WUXGA 16.0"" / 32GB de RAM / 1TB SSD / GeForce RTX5060 8GB - Jaeger Gris (Inglés)","U$ 1.373,00","Cód.: 53284","R$ 7.675,07","G$ 10.022.900"
"https://www.visaovip.com/produto/notebook/notebook-gamer-msi-thin-15-b13ve-3023us-intel-core-i5-13420h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-geforce-rtx4050-6gb-cosmos-gris-ingles/53277","https://www.visaovip.com/imagem/notebook/notebook-gamer-msi-thin-15-b13ve-3023us-intel-core-i5-13420h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-geforce-rtx4050-6gb-cosmos-gris-ingles/1/53277?pfdrid_c=true","Notebook Gamer MSI Thin 15 B13VE-3023US Intel Core i5 13420H Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home / GeForce RTX4050 6GB - Cosmos Gris (Inglés)","U$ 685,00","Cód.: 53277","R$ 3.829,15","G$ 5.000.500"
"https://www.visaovip.com/produto/notebook/notebook-dell-inspiron-15-i3530-7728blk-pus-intel-core-i7-1355u-pantalla-touch-full-hd-15-6-16gb-de-ram-1tb-ssd-carbon-preto-ingles/53273","https://www.visaovip.com/imagem/notebook/notebook-dell-inspiron-15-i3530-7728blk-pus-intel-core-i7-1355u-pantalla-touch-full-hd-15-6-16gb-de-ram-1tb-ssd-carbon-preto-ingles/1/53273?pfdrid_c=true","Notebook Dell Inspiron 15 I3530-7728BLK-PUS Intel Core i7 1355U Pantalla Touch Full HD 15.6"" / 16GB de RAM / 1TB SSD - Carbon Preto (Inglés)","U$ 728,00","Cód.: 53273","R$ 4.069,52","G$ 5.314.400"
"https://www.visaovip.com/produto/notebook/notebook-gamer-victus-15-fa2787nr-intel-core-i7-13620h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-geforce-rtx5060-8gb-negro-ingles/53253","https://www.visaovip.com/imagem/notebook/notebook-gamer-victus-15-fa2787nr-intel-core-i7-13620h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-geforce-rtx5060-8gb-negro-ingles/1/53253?pfdrid_c=true","Notebook Gamer Victus 15-FA2787NR Intel Core i7 13620H Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD / GeForce RTX5060 8GB - Negro (Inglés)","U$ 1.127,00","Cód.: 53253","R$ 6.299,93","G$ 8.227.100"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-15-x1502va-nj630w-intel-core-i7-13620h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-quiet-azul-ingles/53174","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-15-x1502va-nj630w-intel-core-i7-13620h-pantalla-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-quiet-azul-ingles/1/53174?pfdrid_c=true","Notebook ASUS Vivobook 15 X1502VA-NJ630W Intel Core i7 13620H Pantalla Full HD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home - Quiet Azul (Inglés)","U$ 639,00","Cód.: 53174","R$ 3.572,01","G$ 4.664.700"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-15-x1502va-nj629w-intel-core-i5-13420h-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-quiet-azul-ingles/53173","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-15-x1502va-nj629w-intel-core-i5-13420h-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11home-quiet-azul-ingles/1/53173?pfdrid_c=true","Notebook ASUS Vivobook 15 X1502VA-NJ629W Intel Core i5 13420H Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD / Win11Home - Quiet Azul (Inglés)","U$ 435,00","Cód.: 53173","R$ 2.431,65","G$ 3.175.500"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-14-m1407ka-ps74-amd-ryzen-ai-7-350-pantalla-wuxga-14-0%2527%2527-16gb-de-ram-512gb-ssd-win11home-platinum-dorado-ingles/53170","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-14-m1407ka-ps74-amd-ryzen-ai-7-350-pantalla-wuxga-14-0%27%27-16gb-de-ram-512gb-ssd-win11home-platinum-dorado-ingles/1/53170?pfdrid_c=true","Notebook ASUS Vivobook 14 M1407KA-PS74 AMD Ryzen AI 7 350 Pantalla WUXGA 14.0'' / 16GB de RAM / 512GB SSD / Win11Home - Platinum Dorado (Inglés)","U$ 828,00","Cód.: 53170","R$ 4.628,52","G$ 6.044.400"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-14-f1404vap-qb51-bl-intel-core-5-120u-pantalla-full-hd-14-8gb-de-ram-512gb-quiet-azul-ingles/53169","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-14-f1404vap-qb51-bl-intel-core-5-120u-pantalla-full-hd-14-8gb-de-ram-512gb-quiet-azul-ingles/1/53169?pfdrid_c=true","Notebook ASUS Vivobook 14 F1404VAP-QB51-BL Intel Core 5 120U Pantalla Full HD 14"" / 8GB de RAM / 512GB - Quiet Azul (Inglés)","U$ 429,00","Cód.: 53169","R$ 2.398,11","G$ 3.131.700"
"https://www.visaovip.com/produto/notebook/notebook-gamer-rog-strix-g16-g614fm-ws94-amd-ryzen-9-9955hx-pantalla-wuxga-16-0-16gb-de-ram-1tb-ssd-win11home-geforce-rtx5060-8gb-eclipse-gris-ingles/53157","https://www.visaovip.com/imagem/notebook/notebook-gamer-rog-strix-g16-g614fm-ws94-amd-ryzen-9-9955hx-pantalla-wuxga-16-0-16gb-de-ram-1tb-ssd-win11home-geforce-rtx5060-8gb-eclipse-gris-ingles/1/53157?pfdrid_c=true","Notebook Gamer ROG Strix G16 G614FM-WS94 AMD Ryzen 9 9955HX Pantalla WUXGA 16.0"" / 16GB de RAM / 1TB SSD / Win11Home / GeForce RTX5060 8GB - Eclipse Gris (Inglés)","U$ 1.590,00","Cód.: 53157","R$ 8.888,10","G$ 11.607.000"
"https://www.visaovip.com/produto/notebook/notebook-asus-vivobook-go-14-e410ka-cl4128-intel-celeron-n4500-pantalla-full-hd-14-0-4gb-de-ram-128gb-emmc-win11-star-negro-ingles/53152","https://www.visaovip.com/imagem/notebook/notebook-asus-vivobook-go-14-e410ka-cl4128-intel-celeron-n4500-pantalla-full-hd-14-0-4gb-de-ram-128gb-emmc-win11-star-negro-ingles/1/53152?pfdrid_c=true","Notebook ASUS Vivobook Go 14 E410KA-CL4128 Intel Celeron N4500 Pantalla Full HD 14.0"" / 4GB de RAM / 128GB eMMC / Win11 - Star Negro (Inglés)","U$ 173,00","Cód.: 53152","R$ 967,07","G$ 1.262.900"
"https://www.visaovip.com/produto/notebook/notebook-dell-15-dc15250-intel-core-3-100u-pantalla-15-6-full-hd-8gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/53085","https://www.visaovip.com/imagem/notebook/notebook-dell-15-dc15250-intel-core-3-100u-pantalla-15-6-full-hd-8gb-de-ram-512gb-ssd-win11home-carbon-negro-ingles/1/53085?pfdrid_c=true","Notebook Dell 15 DC15250 Intel Core 3 100U Pantalla 15.6 Full HD / 8GB de RAM / 512GB SSD / Win11Home - Carbon Negro (Inglés)","U$ 325,00","Cód.: 53085","R$ 1.816,75","G$ 2.372.500"
"https://www.visaovip.com/produto/notebook/notebook-acer-aspire-3-a325-53-intel-core-i3-1305u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11-plata-ingles/52962","https://www.visaovip.com/imagem/notebook/notebook-acer-aspire-3-a325-53-intel-core-i3-1305u-pantalla-full-hd-15-6-8gb-de-ram-512gb-ssd-win11-plata-ingles/1/52962?pfdrid_c=true","Notebook Acer Aspire 3 A325-53 Intel Core i3 1305U Pantalla Full HD 15.6"" / 8GB de RAM / 512GB SSD / Win11 - Plata (Inglés)","U$ 353,00","Cód.: 52962","R$ 1.973,27","G$ 2.576.900"
"https://www.visaovip.com/produto/notebook/notebook-lenovo-ideapad-1-15iru7-intel-core-i5-1334u-pantalla-touch-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-abyss-azul-ingles/52946","https://www.visaovip.com/imagem/notebook/notebook-lenovo-ideapad-1-15iru7-intel-core-i5-1334u-pantalla-touch-full-hd-15-6-16gb-de-ram-512gb-ssd-win11home-abyss-azul-ingles/1/52946?pfdrid_c=true","Notebook Lenovo IdeaPad 1 15IRU7 Intel Core i5 1334U Pantalla Touch Full HD 15.6"" / 16GB de RAM / 512GB SSD / Win11Home - Abyss Azul (Inglés)","U$ 475,00","Cód.: 52946","R$ 2.655,25","G$ 3.467.500"
"https://www.visaovip.com/produto/notebook/notebook-dell-inspiron-15-i3535-a735blk-pus-amd-ryzen-7-7730u-pantalla-touch-full-hd-15-6-16gb-de-ram-1tb-ssd-win11home-carbon-negro-ingles/52943","https://www.visaovip.com/imagem/notebook/notebook-dell-inspiron-15-i3535-a735blk-pus-amd-ryzen-7-7730u-pantalla-touch-full-hd-15-6-16gb-de-ram-1tb-ssd-win11home-carbon-negro-ingles/1/52943?pfdrid_c=true","Notebook Dell Inspiron 15 I3535-A735BLK-PUS AMD Ryzen 7 7730U Pantalla Touch Full HD 15.6"" / 16GB de RAM / 1TB SSD / Win11Home - Carbon Negro (Inglés)","U$ 630,00","Cód.: 52943","R$ 3.521,70","G$ 4.599.000"
