"no-underline href","mb-2 src","p-0","p-0 2","p-0 3","m-0","m-0 2"
"https://www.visaovip.com/prod/hd-interno/hd-seagate-20tb-exos-x20-enterprise-3-5-sata-3-7200rpm-st20000nm007d-garantia-br/35108/","https://cdn.visaovip.com/img/prod/hd-seagate-20tb-exos-x20-enterprise-35-sata-3-7200rpm-st20000nm007d-garantia-br/35108/653305.jpg","HD Seagate 20TB Exos X20 Enterprise 3.5"" SATA 3 7200RPM - ST20000NM007D (GARANTIA BR)","HD Interno","SEAGATE","U$ 545,00","35108"
"https://www.visaovip.com/prod/hd-interno/hd-seagate-4tb-iron-wolf-nas-3-5-sata-3-5400rpm-st4000vn006-garantia-br/37374/","https://cdn.visaovip.com/img/prod/hd-seagate-4tb-iron-wolf-nas-35-sata-3-5400rpm-st4000vn006-garantia-br/37374/570954.jpg","HD Seagate 4TB Iron Wolf Nas 3.5"" SATA 3 5400RPM - ST4000VN006 (GARANTIA BR)","HD Interno","SEAGATE","U$ 142,00","37374"
"https://www.visaovip.com/prod/hd-interno/hd-para-notebook-seagate-1tb-barracuda-2-5-sata-3-st1000lm048-garantia-br/18251/","https://cdn.visaovip.com/img/prod/hd-para-notebook-seagate-1tb-barracuda-25-sata-3-st1000lm048-garantia-br/18251/563651.jpg","HD para Notebook Seagate 1TB BarraCuda 2.5"" SATA 3 - ST1000LM048 (GARANTIA BR)","HD Interno","SEAGATE","U$ 89,00","18251"
"https://www.visaovip.com/prod/hd-externo/hd-externo-lacie-1tb-rugged-mini-2-5-lac301558-prata/36078/","https://cdn.visaovip.com/img/prod/hd-externo-lacie-1tb-rugged-mini-25-lac301558-prata/36078/562112.jpg","HD Externo Lacie 1TB Rugged Mini 2.5"" LAC301558 - Prata","HD Externo","LACIE","U$ 82,50","36078"
"https://www.visaovip.com/prod/hd-externo/hd-externo-toshiba-4tb-canvio-ready-2-5-hdtp340xk3ca-preto/36036/","https://cdn.visaovip.com/img/prod/hd-externo-toshiba-4tb-canvio-ready-25-hdtp340xk3ca-preto/36036/561990.jpg","HD Externo Toshiba 4TB Canvio Ready 2.5"" HDTP340XK3CA - Preto","HD Externo","TOSHIBA","U$ 124,00","36036"
"https://www.visaovip.com/prod/hd-pull/hd-western-digital-1tb-wd-green-3-5-sata-3-7200rpm-pull-wd10eurx/17660/","https://cdn.visaovip.com/img/prod/hd-western-digital-1tb-wd-green-35-sata-3-7200rpm-pull-wd10eurx/17660/571468.jpg","HD Western Digital 1TB WD Green 3.5"" SATA 3 7200RPM Pull - WD10EURX","HD Pull","WESTERN DIGITAL","U$ 32,00","17660"
"https://www.visaovip.com/prod/hd-externo/hd-externo-lacie-2tb-rugged-mini-2-5-lac9000298-prata/33691/","https://cdn.visaovip.com/img/prod/hd-externo-lacie-2tb-rugged-mini-25-lac9000298-prata/33691/550163.jpg","HD Externo Lacie 2TB Rugged Mini 2.5"" LAC9000298 - Prata","HD Externo","LACIE","U$ 97,00","33691"
"https://www.visaovip.com/prod/hd-pull/hd-seagate-1tb-pipeline-slim-sata-3-5900rpm-3-5-pull-st1000vm002/28368/","https://cdn.visaovip.com/img/prod/hd-seagate-1tb-pipeline-slim-sata-3-5900rpm-35-pull-st1000vm002/28368/554319.jpg","HD Seagate 1TB Pipeline Slim SATA 3 5900RPM 3.5"" Pull - ST1000VM002","HD Pull","SEAGATE","U$ 32,00","28368"
"https://www.visaovip.com/prod/hd-interno/hd-para-notebook-seagate-2tb-barracuda-2-5-sata-3-5400rpm-st2000lm015/21717/","https://cdn.visaovip.com/img/prod/hd-para-notebook-seagate-2tb-barracuda-25-sata-3-5400rpm-st2000lm015/21717/588661.jpg","HD para Notebook Seagate 2TB BarraCuda 2.5"" SATA 3 5400RPM - ST2000LM015","HD Interno","SEAGATE","U$ 130,00","21717"
"https://www.visaovip.com/prod/hd-interno/hd-seagate-4tb-barracuda-sata-3-5400rpm-3-5-st4000dm004/18507/","https://cdn.visaovip.com/img/prod/hd-seagate-4tb-barracuda-sata-3-5400rpm-35-st4000dm004/18507/608925.jpg","HD Seagate 4TB BarraCuda SATA 3 5400RPM 3.5"" - ST4000DM004","HD Interno","SEAGATE","U$ 125,00","18507"
"https://www.visaovip.com/prod/hd-interno/hd-seagate-2tb-barracuda-3-5-sata-3-7200rpm-st2000dm008-garantia-br/13330/","https://cdn.visaovip.com/img/prod/hd-seagate-2tb-barracuda-35-sata-3-7200rpm-st2000dm008-garantia-br/13330/577682.jpg","HD Seagate 2TB BarraCuda 3.5"" SATA 3 7200RPM - ST2000DM008 (GARANTIA BR)","HD Interno","SEAGATE","U$ 88,50","13330"
"https://www.visaovip.com/prod/hd-externo/hd-externo-seagate-12tb-expansion-3-5-stkp12000400-preto/34984/","https://cdn.visaovip.com/img/prod/hd-externo-seagate-12tb-expansion-35-stkp12000400-preto/34984/556237.jpg","HD Externo Seagate 12TB Expansion 3.5"" STKP12000400 - Preto","HD Externo","SEAGATE","U$ 265,00","34984"
"https://www.visaovip.com/prod/hd-externo/hd-externo-seagate-6tb-expansion-3-5-stkp6000400-preto/33080/","https://cdn.visaovip.com/img/prod/hd-externo-seagate-6tb-expansion-35-stkp6000400-preto/33080/548046.jpg","HD Externo Seagate 6TB Expansion 3.5"" STKP6000400 - Preto","HD Externo","SEAGATE","U$ 152,50","33080"
"https://www.visaovip.com/prod/hd-interno/hd-seagate-4tb-exos-7e10-enterprise-3-5-sata-3-7200rpm-st4000nm000b/32927/","https://cdn.visaovip.com/img/prod/hd-seagate-4tb-exos-7e10-enterprise-35-sata-3-7200rpm-st4000nm000b/32927/562379.jpg","HD Seagate 4TB Exos 7E10 Enterprise 3.5"" SATA 3 7200RPM - ST4000NM000B","HD Interno","SEAGATE","U$ 179,00","32927"
"https://www.visaovip.com/prod/hd-externo/hd-externo-seagate-8tb-expansion-3-5-stkp8000400-preto/32085/","https://cdn.visaovip.com/img/prod/hd-externo-seagate-8tb-expansion-35-stkp8000400-preto/32085/548050.jpg","HD Externo Seagate 8TB Expansion 3.5"" STKP8000400 - Preto","HD Externo","SEAGATE","U$ 179,75","32085"
"https://www.visaovip.com/prod/hd-externo/hd-externo-seagate-10tb-expansion-3-5-stkp10000400-preto-garantia-br/32001/","https://cdn.visaovip.com/img/prod/hd-externo-seagate-10tb-expansion-35-stkp10000400-preto-garantia-br/32001/548054.jpg","HD Externo Seagate 10TB Expansion 3.5"" STKP10000400 - Preto (GARANTIA BR)","HD Externo","SEAGATE","U$ 255,00","32001"
"https://www.visaovip.com/prod/hd-externo/hd-externo-lacie-5tb-rugged-2-5-stfr5000800-prata/31082/","https://cdn.visaovip.com/img/prod/hd-externo-lacie-5tb-rugged-25-stfr5000800-prata/31082/723314.jpg","HD Externo Lacie 5TB Rugged 2.5"" STFR5000800 - Prata","HD Externo","LACIE","U$ 184,90","31082"
"https://www.visaovip.com/prod/hd-externo/hd-externo-lacie-4tb-rugged-2-5-stfr4000800-prata/28055/","https://cdn.visaovip.com/img/prod/hd-externo-lacie-4tb-rugged-25-stfr4000800-prata/28055/574666.jpg","HD Externo Lacie 4TB Rugged 2.5"" STFR4000800 - Prata","HD Externo","LACIE","U$ 169,00","28055"
"https://www.visaovip.com/prod/hd-externo/hd-externo-lacie-4tb-rugged-mini-2-5-lac9000633-prata/28053/","https://cdn.visaovip.com/img/prod/hd-externo-lacie-4tb-rugged-mini-25-lac9000633-prata/28053/564863.jpg","HD Externo Lacie 4TB Rugged Mini 2.5"" LAC9000633 - Prata","HD Externo","LACIE","U$ 154,90","28053"
"https://www.visaovip.com/prod/hd-interno/hd-seagate-8tb-iron-wolf-nas-3-5-sata-3-7200rpm-st8000vn004-garantia-br/24389/","https://cdn.visaovip.com/img/prod/hd-seagate-8tb-iron-wolf-nas-35-sata-3-7200rpm-st8000vn004-garantia-br/24389/611321.jpg","HD Seagate 8TB Iron Wolf Nas 3.5"" SATA 3 7200RPM - ST8000VN004 (GARANTIA BR)","HD Interno","SEAGATE","U$ 239,00","24389"
"https://www.visaovip.com/prod/hd-pull/hd-seagate-500gb-pipeline-slim-sata-2-5900rpm-3-5-pull-st3500414cs/23012/","https://cdn.visaovip.com/img/prod/hd-seagate-500gb-pipeline-slim-sata-2-5900rpm-35-pull-st3500414cs/23012/608933.jpg","HD Seagate 500GB Pipeline Slim SATA 2 5900RPM 3.5"" Pull - ST3500414CS","HD Pull","SEAGATE","U$ 11,90","23012"
"https://www.visaovip.com/prod/hd-pull/hd-seagate-500gb-video-3-5-sata-3-5900rpm-pull-st500vm000/21497/","https://cdn.visaovip.com/img/prod/hd-seagate-500gb-video-35-sata-3-5900rpm-pull-st500vm000/21497/610777.jpg","HD Seagate 500GB Video 3.5"" SATA 3 5900RPM Pull - ST500VM000","HD Pull","SEAGATE","U$ 13,90","21497"
"https://www.visaovip.com/prod/hd-pull/hd-seagate-500gb-pipeline-slim-sata-3-7200rpm-3-5-pull-st500dm002/19961/","https://cdn.visaovip.com/img/prod/hd-seagate-500gb-pipeline-slim-sata-3-7200rpm-35-pull-st500dm002/19961/566348.jpg","HD Seagate 500GB Pipeline Slim SATA 3 7200RPM 3.5"" Pull - ST500DM002","HD Pull","SEAGATE","U$ 11,90","19961"
"https://www.visaovip.com/prod/hd-pull/hd-western-digital-500gb-wd-blue-3-5-sata-3-7200rpm-pull-wd5000azlx/17313/","https://cdn.visaovip.com/img/prod/hd-western-digital-500gb-wd-blue-35-sata-3-7200rpm-pull-wd5000azlx/17313/552196.jpg","HD Western Digital 500GB WD Blue 3.5"" SATA 3 7200RPM Pull - WD5000AZLX","HD Pull","WESTERN DIGITAL","U$ 11,90","17313"
"https://www.visaovip.com/prod/hd-pull/hd-western-digital-500gb-wd-green-3-5-sata-2-7200rpm-pull-wd5000avds/17091/","https://cdn.visaovip.com/img/prod/hd-western-digital-500gb-wd-green-35-sata-2-7200rpm-pull-wd5000avds/17091/608937.jpg","HD Western Digital 500GB WD Green 3.5"" SATA 2 7200RPM Pull - WD5000AVDS","HD Pull","WESTERN DIGITAL","U$ 12,90","17091"
"https://www.visaovip.com/prod/hd-externo/hd-externo-western-digital-2tb-wd-elements-2-5-wdbu6y0020bbk-preto/17000/","https://cdn.visaovip.com/img/prod/hd-externo-western-digital-2tb-wd-elements-25-wdbu6y0020bbk-preto/17000/548026.jpg","HD Externo Western Digital 2TB WD Elements 2.5""  WDBU6Y0020BBK - Preto","HD Externo","WESTERN DIGITAL","U$ 74,75","17000"
"https://www.visaovip.com/prod/hd-interno/hd-western-digital-1tb-wd-purple-sata-3-5400rpm-3-5-wd10purz-garantia-br/14491/","https://cdn.visaovip.com/img/prod/hd-western-digital-1tb-wd-purple-sata-3-5400rpm-35-wd10purz-garantia-br/14491/608941.jpg","HD Western Digital 1TB WD Purple SATA 3 5400RPM 3.5"" - WD10PURZ (GARANTIA BR)","HD Interno","WESTERN DIGITAL","U$ 75,00","14491"
"https://www.visaovip.com/prod/hd-pull/hd-seagate-500gb-pipeline-slim-sata-2-5900rpm-3-5-pull-st3500312cs/10109/","https://cdn.visaovip.com/img/prod/hd-seagate-500gb-pipeline-slim-sata-2-5900rpm-35-pull-st3500312cs/10109/609045.jpg","HD Seagate 500GB Pipeline Slim SATA 2 5900RPM 3.5"" Pull - ST3500312CS","HD Pull","SEAGATE","U$ 11,90","10109"
"https://www.visaovip.com/prod/ssd-externo/ssd-ext-1tb-hikvision-t100i-portable-type-c-3-1-branco-hs-essd-t100i/57020/","https://www.visaovip.com/sem-imagem.png","SSD EXT.  1TB HIKVISION T100I PORTABLE TYPE-C 3.1 BRANCO HS-ESSD-T100I","SSD Externo","HIKVISION","U$ 66,00","57020"
"https://www.visaovip.com/prod/ssd-externo/ssd-ext-1tb-hikvision-t100i-portable-type-c-3-1-preto-hs-essd-t100i/57021/","https://www.visaovip.com/sem-imagem.png","SSD EXT.  1TB HIKVISION T100I PORTABLE TYPE-C 3.1 PRETO HS-ESSD-T100I","SSD Externo","HIKVISION","U$ 66,00","57021"
"https://www.visaovip.com/prod/ssd-2-5/ssd-sandisk-1tb-plus-2-5-sata-3-sdssda-1t00-g28/53385/","https://cdn.visaovip.com/img/prod/ssd-sandisk-1tb-plus-25-sata-3-sdssda-1t00-g28/53385/714941.jpg","SSD SanDisk 1TB Plus 2.5"" SATA 3 - SDSSDA-1T00-G28","SSD 2.5""","SANDISK","U$ 156,00","53385"
"https://www.visaovip.com/prod/ssd-2-5/ssd-lexar-256gb-nq100-2-5-sata-3-lnq100x256g-rnnng/54824/","https://cdn.visaovip.com/img/prod/ssd-lexar-256gb-nq100-25-sata-3-lnq100x256g-rnnng/54824/720959.jpg","SSD Lexar 256GB NQ100 2.5"" SATA 3 - LNQ100X256G-RNNNG","SSD 2.5""","LEXAR","U$ 44,90","54824"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-500gb-nv3-mini-nvme-snv3sm3-500g/53071/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-500gb-nv3-mini-nvme-snv3sm3500g/53071/713611.jpg","SSD Kingston M.2 500GB NV3 Mini NVMe - SNV3SM3/500G","SSD M.2 NVMe","KINGSTON","U$ 114,90","53071"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-sandisk-2tb-portatil-extreme-verde-sdssde61-2t00-g25m/45182/","https://cdn.visaovip.com/img/prod/ssd-externo-sandisk-2tb-portatil-extreme-verde-sdssde61-2t00-g25m/45182/639861.jpg","SSD Externo SanDisk 2TB Portátil Extreme - Verde (SDSSDE61-2T00-G25M)","SSD Externo","SANDISK","U$ 328,00","45182"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-sandisk-4tb-portatil-extreme-preto-sdssde61-4t00-g25/44962/","https://cdn.visaovip.com/img/prod/ssd-externo-sandisk-4tb-portatil-extreme-preto-sdssde61-4t00-g25/44962/635281.jpg","SSD Externo SanDisk 4TB Portátil Extreme - Preto (SDSSDE61-4T00-G25)","SSD Externo","SANDISK","U$ 537,00","44962"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-corsair-1tb-ex300u-portatil-usb-c-3-2-cinza-cssd-ex300u1tb/56531/","https://cdn.visaovip.com/img/prod/ssd-externo-corsair-1tb-ex300u-portatil-usb-c-32-cinza-cssd-ex300u1tb/56531/728004.jpg","SSD Externo Corsair 1TB EX300U Portátil / USB-C 3.2 - Cinza (CSSD-EX300U1TB)","SSD Externo","CORSAIR","U$ 125,00","56531"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-sandisk-4tb-portatil-extreme-azul-sdssde61-4t00-g25b/42434/","https://cdn.visaovip.com/img/prod/ssd-externo-sandisk-4tb-portatil-extreme-azul-sdssde61-4t00-g25b/42434/601241.jpg","SSD Externo SanDisk 4TB Portátil Extreme - Azul (SDSSDE61-4T00-G25B)","SSD Externo","SANDISK","U$ 537,00","42434"
"https://www.visaovip.com/prod/ssd-2-5/ssd-ftx-1tb-2-5-sata-3-ftx-ssd-2-5-1tb/56118/","https://cdn.visaovip.com/img/prod/ssd-ftx-1tb-25-sata-3-ftx-ssd-25-1tb/56118/726326.jpg","SSD FTX 1TB 2.5"" SATA 3 - FTX-SSD-2.5-1TB","SSD 2.5""","FTX","U$ 116,50","56118"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-hikvision-t100i-portatil-branco-hs-essd-t100i/56895/","https://cdn.visaovip.com/img/prod/ssd-externo-hikvision-t100i-portatil-branco-hs-essd-t100i/56895/728410.jpg","SSD Externo Hikvision T100I Portátil - Branco (HS-ESSD-T100I)","SSD Externo","HIKVISION","U$ 26,00","56895"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-hikvision-t100i-portatil-preto-hs-essd-t100i/56893/","https://cdn.visaovip.com/img/prod/ssd-externo-hikvision-t100i-portatil-preto-hs-essd-t100i/56893/728414.jpg","SSD Externo Hikvision T100I Portátil - Preto (HS-ESSD-T100I)","SSD Externo","HIKVISION","U$ 26,00","56893"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-1tb-blue-sn5100-nvme-wds100t5b0e/56869/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-1tb-blue-sn5100-nvme-wds100t5b0e/56869/728418.jpg","SSD Western Digital M.2 1TB Blue SN5100 NVMe - WDS100T5B0E","SSD M.2 NVMe","WESTERN DIGITAL","U$ 165,00","56869"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-corsair-2tb-ex300u-portatil-usb-c-3-2-cinza-cssd-ex300u2tb/56829/","https://cdn.visaovip.com/img/prod/ssd-externo-corsair-2tb-ex300u-portatil-usb-c-32-cinza-cssd-ex300u2tb/56829/728331.jpg","SSD Externo Corsair 2TB EX300U Portátil / USB-C 3.2 - Cinza (CSSD-EX300U2TB)","SSD Externo","CORSAIR","U$ 215,00","56829"
"https://www.visaovip.com/prod/ssd-2-5/ssd-goline-4tb-2-5-sata-3-gl4096g/56708/","https://cdn.visaovip.com/img/prod/ssd-goline-4tb-25-sata-3-gl4096g/56708/728236.jpg","SSD GoLine 4TB 2.5"" SATA 3 - GL4096G","SSD 2.5""","GOLINE","U$ 275,00","56708"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-patriot-m-2-4tb-pa523-nvme-pa523p4tbm28h/56707/","https://cdn.visaovip.com/img/prod/ssd-patriot-m2-4tb-pa523-nvme-pa523p4tbm28h/56707/728218.jpg","SSD Patriot M.2 4TB PA523 NVMe - PA523P4TBM28H","SSD M.2 NVMe","PATRIOT","U$ 490,00","56707"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-corsair-m-2-2tb-mp700-elite-nvme-cssd-f2000gbmp700enh/56536/","https://cdn.visaovip.com/img/prod/ssd-corsair-m2-2tb-mp700-elite-nvme-cssd-f2000gbmp700enh/56536/727954.jpg","SSD Corsair M.2 2TB MP700 Elite NVMe - CSSD-F2000GBMP700ENH","SSD M.2 NVMe","CORSAIR","U$ 325,00","56536"
"https://www.visaovip.com/prod/ssd-m-2-sata/ssd-hp-m-2-120gb-s700-sata-2lu78aa-abb/56053/","https://cdn.visaovip.com/img/prod/ssd-hp-m2-120gb-s700-sata-2lu78aaabb/56053/726236.jpg","SSD HP M.2 120GB S700 SATA - 2LU78AA#ABB","SSD M.2 SATA","HP","U$ 22,50","56053"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-8tb-fury-renegade-g5-nvme-sfyr2d-8t1/55339/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-8tb-fury-renegade-g5-nvme-sfyr2d8t1/55339/723375.jpg","SSD Kingston M.2 8TB Fury Renegade G5 NVMe - SFYR2D/8T1","SSD M.2 NVMe","KINGSTON","U$ 1.850,00","55339"
"https://www.visaovip.com/prod/ssd-2-5/ssd-lexar-1tb-nq100-2-5-sata-3-lnq100x001t-rnnng/55013/","https://cdn.visaovip.com/img/prod/ssd-lexar-1tb-nq100-25-sata-3-lnq100x001t-rnnng/55013/721683.jpg","SSD Lexar 1TB NQ100 2.5"" SATA 3 - LNQ100X001T-RNNNG","SSD 2.5""","LEXAR","U$ 117,00","55013"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-adata-m-2-4tb-xpg-mars-980-pro-nvme-smar-980p-4tci/54767/","https://cdn.visaovip.com/img/prod/ssd-adata-m2-4tb-xpg-mars-980-pro-nvme-smar-980p-4tci/54767/721026.jpg","SSD ADATA M.2 4TB XPG Mars 980 Pro NVMe - SMAR-980P-4TCI","SSD M.2 NVMe","ADATA","U$ 735,00","54767"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-1tb-western-green-sn3000-nvme-wds100t4g0e/54686/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-1tb-western-green-sn3000-nvme-wds100t4g0e/54686/720720.jpg","SSD Western Digital M.2 1TB Western Green SN3000 NVMe - WDS100T4G0E","SSD M.2 NVMe","WESTERN DIGITAL","U$ 124,00","54686"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-lexar-m-2-1tb-nq790-nvme-lnq790x001t-rnnng/54601/","https://cdn.visaovip.com/img/prod/ssd-lexar-m2-1tb-nq790-nvme-lnq790x001t-rnnng/54601/720951.jpg","SSD Lexar M.2 1TB NQ790 NVMe - LNQ790X001T-RNNNG","SSD M.2 NVMe","LEXAR","U$ 135,00","54601"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-2tb-western-green-sn3000-nvme-wds200t4g0e/54489/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-2tb-western-green-sn3000-nvme-wds200t4g0e/54489/720723.jpg","SSD Western Digital M.2 2TB Western Green SN3000 NVMe - WDS200T4G0E","SSD M.2 NVMe","WESTERN DIGITAL","U$ 215,00","54489"
"https://www.visaovip.com/prod/ssd-2-5/ssd-sandisk-500gb-g28-plus-2-5-sata-3-sdssda-500g-g28/54427/","https://cdn.visaovip.com/img/prod/ssd-sandisk-500gb-g28-plus-25-sata-3-sdssda-500g-g28/54427/719530.jpg","SSD SanDisk 500GB G28 Plus 2.5"" SATA 3 - SDSSDA-500G-G28","SSD 2.5""","SANDISK","U$ 99,50","54427"
"https://www.visaovip.com/prod/ssd-2-5/ssd-adata-256gb-su650-2-5-sata-3-asu650ss-256gt-r/45104/","https://cdn.visaovip.com/img/prod/ssd-adata-256gb-su650-25-sata-3-asu650ss-256gt-r/45104/638681.jpg","SSD ADATA 256GB SU650 2.5"" SATA 3 - ASU650SS-256GT-R","SSD 2.5""","ADATA","U$ 45,50","45104"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-digital-m-2-500gb-western-green-nvme-wds500g4g0e/54249/","https://cdn.visaovip.com/img/prod/ssd-western-digital-m2-500gb-western-green-nvme-wds500g4g0e/54249/720730.jpg","SSD Western Digital M.2 500GB Western Green NVMe - WDS500G4G0E","SSD M.2 NVMe","WESTERN DIGITAL","U$ 79,90","54249"
"https://www.visaovip.com/prod/ssd-2-5/ssd-western-digital-2tb-western-green-2-5-sata-3-wds200t5g0a/53044/","https://cdn.visaovip.com/img/prod/ssd-western-digital-2tb-western-green-25-sata-3-wds200t5g0a/53044/713525.jpg","SSD Western Digital 2TB Western Green 2.5"" SATA 3 - WDS200T5G0A","SSD 2.5""","WESTERN DIGITAL","U$ 245,00","53044"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-sandisk-2tb-creator-pro-portatil-usb-c-3-2-azul-sdssde81c-2t00-g25/53722/","https://cdn.visaovip.com/img/prod/ssd-externo-sandisk-2tb-creator-pro-portatil-usb-c-32-azul-sdssde81c-2t00-g25/53722/716191.jpg","SSD Externo SanDisk 2TB Creator Pro Portátil / USB-C 3.2 - Azul (SDSSDE81C-2T00-G25)","SSD Externo","SANDISK","U$ 295,00","53722"
"https://www.visaovip.com/prod/ssd-externo/ssd-externo-sandisk-2tb-creator-phone-usb-c-3-2-azul-sdssde62c-2t00-g25/54132/","https://cdn.visaovip.com/img/prod/ssd-externo-sandisk-2tb-creator-phone-usb-c-32-azul-sdssde62c-2t00-g25/54132/717972.jpg","SSD Externo SanDisk 2TB Creator Phone / USB-C 3.2 - Azul (SDSSDE62C-2T00-G25)","SSD Externo","SANDISK","U$ 299,00","54132"
"https://www.visaovip.com/prod/ssd-2-5/ssd-western-digital-1tb-western-green-2-5-sata-3-wds100t5g0a/53043/","https://cdn.visaovip.com/img/prod/ssd-western-digital-1tb-western-green-25-sata-3-wds100t5g0a/53043/713527.jpg","SSD Western Digital 1TB Western Green 2.5"" SATA 3 - WDS100T5G0A","SSD 2.5""","WESTERN DIGITAL","U$ 137,00","53043"
"https://www.visaovip.com/prod/ssd-2-5/ssd-sandisk-250gb-plus-2-5-sata-3-sdssda-250g-g28/53754/","https://cdn.visaovip.com/img/prod/ssd-sandisk-250gb-plus-25-sata-3-sdssda-250g-g28/53754/716335.jpg","SSD SanDisk 250GB Plus 2.5"" SATA 3 - SDSSDA-250G-G28","SSD 2.5""","SANDISK","U$ 65,00","53754"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-western-black-m-2-4tb-sn8100-nvme-wds400t1x0m/53730/","https://cdn.visaovip.com/img/prod/ssd-western-black-m2-4tb-sn8100-nvme-wds400t1x0m/53730/716215.jpg","SSD Western Black M.2 4TB SN8100 NVMe - WDS400T1X0M","SSD M.2 NVMe","WESTERN DIGITAL","U$ 850,00","53730"
"https://www.visaovip.com/prod/ssd-2-5/ssd-sandisk-2tb-plus-2-5-sata-3-sdssda-2t00-g28/53386/","https://cdn.visaovip.com/img/prod/ssd-sandisk-2tb-plus-25-sata-3-sdssda-2t00-g28/53386/714937.jpg","SSD SanDisk 2TB Plus 2.5"" SATA 3 - SDSSDA-2T00-G28","SSD 2.5""","SANDISK","U$ 265,00","53386"
"https://www.visaovip.com/prod/ssd-2-5/ssd-western-digital-250gb-western-green-2-5-sata-3-wds250g5g0a/53344/","https://cdn.visaovip.com/img/prod/ssd-western-digital-250gb-western-green-25-sata-3-wds250g5g0a/53344/714852.jpg","SSD Western Digital 250GB Western Green 2.5"" SATA 3 - WDS250G5G0A","SSD 2.5""","WESTERN DIGITAL","U$ 59,90","53344"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-2tb-nv3-mini-nvme-snv3sm3-2t0/53070/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-2tb-nv3-mini-nvme-snv3sm32t0/53070/713615.jpg","SSD Kingston M.2 2TB NV3 Mini NVMe - SNV3SM3/2T0","SSD M.2 NVMe","KINGSTON","U$ 357,45","53070"
"https://www.visaovip.com/prod/ssd-2-5/ssd-western-digital-500gb-western-green-2-5-sata-3-wds500g5g0a/53042/","https://cdn.visaovip.com/img/prod/ssd-western-digital-500gb-western-green-25-sata-3-wds500g5g0a/53042/713523.jpg","SSD Western Digital 500GB Western Green 2.5"" SATA 3 - WDS500G5G0A","SSD 2.5""","WESTERN DIGITAL","U$ 87,90","53042"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-1tb-nv3-nvme-snv3sm3-1t0/52762/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-1tb-nv3-nvme-snv3sm31t0/52762/712428.jpg","SSD Kingston M.2 1TB NV3 NVMe - SNV3SM3/1T0","SSD M.2 NVMe","KINGSTON","U$ 195,00","52762"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-1tb-fury-renegade-g5-nvme-sfyr2s-1t0/52181/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-1tb-fury-renegade-g5-nvme-sfyr2s1t0/52181/709983.jpg","SSD Kingston M.2 1TB Fury Renegade G5 NVMe - SFYR2S/1T0","SSD M.2 NVMe","KINGSTON","U$ 389,00","52181"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-kingston-m-2-2tb-fury-renegade-g5-nvme-sfyr2s-2t0/52180/","https://cdn.visaovip.com/img/prod/ssd-kingston-m2-2tb-fury-renegade-g5-nvme-sfyr2s2t0/52180/709979.jpg","SSD Kingston M.2 2TB Fury Renegade G5 NVMe - SFYR2S/2T0","SSD M.2 NVMe","KINGSTON","U$ 559,00","52180"
"https://www.visaovip.com/prod/ssd-m-2-nvme/ssd-adata-m-2-2tb-xpg-mars-980-pro-nvme-smar-980p-2tci/52447/","https://cdn.visaovip.com/img/prod/ssd-adata-m2-2tb-xpg-mars-980-pro-nvme-smar-980p-2tci/52447/711153.jpg","SSD ADATA M.2 2TB XPG Mars 980 Pro NVMe - SMAR-980P-2TCI","SSD M.2 NVMe","ADATA","U$ 375,00","52447"
